CBSA Code,CBSA,Year,Quarter,Properties,Units,Occupancy,Annual Rent Growth, Units ,Annual Inventory Growth,Construction vs. Inventory
41180,"St. Louis, MO",2011,4Q2011,109,"12,686",87.7%,1.5%,"  12,686 ",,6.8%
41180,"St. Louis, MO",2012,1Q2012,110,"12,869",87.5%,2.5%,"  12,869 ",,7.0%
41180,"St. Louis, MO",2012,2Q2012,111,"12,871",87.5%,2.7%,"  12,871 ",,6.3%
41180,"St. Louis, MO",2012,3Q2012,114,"13,143",88.2%,2.6%,"  13,143 ",,4.2%
41180,"St. Louis, MO",2012,4Q2012,116,"13,256",89.2%,2.7%,"  13,256 ",,3.7%
41180,"St. Louis, MO",2013,1Q2013,118,"13,394",89.3%,1.5%,"  13,394 ",,2.9%
41180,"St. Louis, MO",2013,2Q2013,118,"13,579",88.7%,0.6%,"  13,579 ",,1.6%
41180,"St. Louis, MO",2013,3Q2013,118,"13,573",89.8%,0.8%,"  13,573 ",,2.9%
41180,"St. Louis, MO",2013,4Q2013,118,"13,532",89.9%,0.4%,"  13,532 ",,2.9%
41180,"St. Louis, MO",2014,1Q2014,119,"13,668",89.5%,1.3%,"  13,668 ",,3.3%
41180,"St. Louis, MO",2014,2Q2014,120,"13,797",90.3%,1.3%,"  13,797 ",,2.4%
41180,"St. Louis, MO",2014,3Q2014,120,"13,770",91.5%,1.5%,"  13,770 ",,2.7%
41180,"St. Louis, MO",2014,4Q2014,119,"13,739",92.2%,1.2%,"  13,739 ",,2.9%
41180,"St. Louis, MO",2015,1Q2015,121,"13,948",91.0%,1.7%,"  13,948 ",,2.1%
41180,"St. Louis, MO",2015,2Q2015,122,"14,028",90.9%,2.0%,"  14,028 ",,2.7%
41180,"St. Louis, MO",2015,3Q2015,122,"14,106",90.9%,2.2%,"  14,106 ",,3.0%
41180,"St. Louis, MO",2015,4Q2015,122,"14,136",91.6%,2.4%,"  14,136 ",,4.3%
41180,"St. Louis, MO",2016,1Q2016,122,"14,141",92.2%,2.0%,"  14,141 ",,5.4%
41180,"St. Louis, MO",2016,2Q2016,124,"14,255",91.8%,2.0%,"  14,255 ",,7.0%
41180,"St. Louis, MO",2016,3Q2016,124,"14,274",92.4%,2.7%,"  14,274 ",,7.3%
41180,"St. Louis, MO",2016,4Q2016,126,"14,417",91.4%,3.6%,"  14,417 ",,9.0%
41180,"St. Louis, MO",2017,1Q2017,126,"14,452",91.4%,4.2%,"  14,452 ",,9.5%
41180,"St. Louis, MO",2017,2Q2017,131,"14,788",89.6%,4.2%,"  14,788 ",,8.3%
41180,"St. Louis, MO",2017,3Q2017,136,"15,059",88.7%,3.6%,"  15,059 ",,7.6%
41180,"St. Louis, MO",2017,4Q2017,136,"15,132",88.7%,2.9%,"  15,132 ",,7.9%
41180,"St. Louis, MO",2018,1Q2018,138,"15,391",87.6%,1.9%,"  15,391 ",,6.2%
41180,"St. Louis, MO",2018,2Q2018,141,"15,699",87.1%,2.5%,"  15,699 ",,4.5%
41180,"St. Louis, MO",2018,3Q2018,142,"15,864",86.9%,2.5%,"  15,864 ",,6.0%
41180,"St. Louis, MO",2018,4Q2018,143,"15,871",87.5%,2.6%,"  15,871 ",,7.1%
41180,"St. Louis, MO",2019,1Q2019,145,"16,053",88.2%,2.7%,"  16,053 ",,6.0%
41180,"St. Louis, MO",2019,2Q2019,145,"16,065",89.1%,1.7%,"  16,065 ",,7.9%
41180,"St. Louis, MO",2019,3Q2019,145,"16,064",88.9%,1.7%,"  16,064 ",,8.2%
45300,"Tampa, FL",2005,4Q2005,133,"17,673",91.4%,,"  17,673 ",,2.5%
45300,"Tampa, FL",2006,1Q2006,136,"17,975",90.7%,,"  17,975 ",,0.8%
45300,"Tampa, FL",2006,2Q2006,136,"17,981",91.5%,,"  17,981 ",,0.8%
45300,"Tampa, FL",2006,3Q2006,136,"17,985",92.6%,,"  17,985 ",,1.7%
45300,"Tampa, FL",2006,4Q2006,135,"17,830",93.6%,3.1%,"  17,830 ",,1.7%
45300,"Tampa, FL",2007,1Q2007,137,"17,998",93.1%,3.8%,"  17,998 ",,0.7%
45300,"Tampa, FL",2007,2Q2007,137,"17,998",92.5%,3.8%,"  17,998 ",,0.7%
45300,"Tampa, FL",2007,3Q2007,138,"18,049",92.2%,3.7%,"  18,049 ",,0.4%
45300,"Tampa, FL",2007,4Q2007,139,"18,128",91.8%,4.6%,"  18,128 ",,0.0%
45300,"Tampa, FL",2008,1Q2008,139,"18,129",91.4%,4.4%,"  18,129 ",,1.3%
45300,"Tampa, FL",2008,2Q2008,138,"18,104",89.9%,4.6%,"  18,104 ",,1.5%
45300,"Tampa, FL",2008,3Q2008,138,"18,103",89.2%,4.1%,"  18,103 ",,2.1%
45300,"Tampa, FL",2008,4Q2008,138,"18,103",89.2%,3.4%,"  18,103 ",,3.1%
45300,"Tampa, FL",2009,1Q2009,138,"18,139",88.0%,2.9%,"  18,139 ",,2.9%
45300,"Tampa, FL",2009,2Q2009,138,"18,182",88.1%,2.2%,"  18,182 ",,2.8%
45300,"Tampa, FL",2009,3Q2009,139,"18,332",88.0%,1.7%,"  18,332 ",,2.0%
45300,"Tampa, FL",2009,4Q2009,140,"18,471",87.8%,1.1%,"  18,471 ",,2.6%
45300,"Tampa, FL",2010,1Q2010,140,"18,488",88.4%,0.6%,"  18,488 ",,3.0%
45300,"Tampa, FL",2010,2Q2010,141,"18,654",88.1%,-0.7%,"  18,654 ",,2.4%
45300,"Tampa, FL",2010,3Q2010,141,"18,654",87.8%,-0.3%,"  18,654 ",,2.4%
45300,"Tampa, FL",2010,4Q2010,141,"18,619",87.7%,-0.3%,"  18,619 ",,2.1%
45300,"Tampa, FL",2011,1Q2011,143,"18,928",86.5%,0.4%,"  18,928 ",,0.7%
45300,"Tampa, FL",2011,2Q2011,143,"18,931",86.4%,2.6%,"  18,931 ",,0.7%
45300,"Tampa, FL",2011,3Q2011,143,"18,931",86.8%,2.3%,"  18,931 ",,2.0%
45300,"Tampa, FL",2011,4Q2011,143,"18,967",87.2%,2.6%,"  18,967 ",,2.1%
45300,"Tampa, FL",2012,1Q2012,144,"19,048",87.3%,1.7%,"  19,048 ",,1.6%
45300,"Tampa, FL",2012,2Q2012,144,"19,053",87.4%,1.4%,"  19,053 ",,2.1%
45300,"Tampa, FL",2012,3Q2012,145,"19,075",86.7%,2.7%,"  19,075 ",,1.2%
45300,"Tampa, FL",2012,4Q2012,146,"19,188",87.3%,3.0%,"  19,188 ",,1.9%
45300,"Tampa, FL",2013,1Q2013,146,"19,205",88.3%,2.9%,"  19,205 ",,1.8%
45300,"Tampa, FL",2013,2Q2013,146,"19,253",88.0%,2.2%,"  19,253 ",,2.7%
45300,"Tampa, FL",2013,3Q2013,146,"19,148",88.3%,1.0%,"  19,148 ",,3.7%
45300,"Tampa, FL",2013,4Q2013,146,"19,187",88.5%,0.8%,"  19,187 ",,4.5%
45300,"Tampa, FL",2014,1Q2014,147,"19,280",88.9%,0.9%,"  19,280 ",,4.3%
45300,"Tampa, FL",2014,2Q2014,148,"19,292",88.6%,0.4%,"  19,292 ",,4.2%
45300,"Tampa, FL",2014,3Q2014,149,"19,555",87.5%,0.8%,"  19,555 ",,3.2%
45300,"Tampa, FL",2014,4Q2014,150,"19,654",88.2%,1.2%,"  19,654 ",,3.1%
45300,"Tampa, FL",2015,1Q2015,152,"19,804",88.0%,1.2%,"  19,804 ",,3.0%
45300,"Tampa, FL",2015,2Q2015,154,"19,997",87.7%,1.8%,"  19,997 ",,2.1%
45300,"Tampa, FL",2015,3Q2015,156,"20,141",87.8%,2.6%,"  20,141 ",,1.9%
45300,"Tampa, FL",2015,4Q2015,157,"20,164",89.1%,2.0%,"  20,164 ",,1.8%
45300,"Tampa, FL",2016,1Q2016,157,"20,174",89.5%,2.5%,"  20,174 ",,2.3%
45300,"Tampa, FL",2016,2Q2016,158,"20,243",89.5%,2.8%,"  20,243 ",,2.4%
45300,"Tampa, FL",2016,3Q2016,159,"20,323",88.7%,3.0%,"  20,323 ",,1.8%
45300,"Tampa, FL",2016,4Q2016,158,"20,326",88.8%,3.5%,"  20,326 ",,3.8%
45300,"Tampa, FL",2017,1Q2017,158,"20,222",88.6%,3.7%,"  20,222 ",,5.2%
45300,"Tampa, FL",2017,2Q2017,159,"20,345",89.0%,3.4%,"  20,345 ",,4.7%
45300,"Tampa, FL",2017,3Q2017,159,"20,354",88.0%,2.6%,"  20,354 ",,4.7%
45300,"Tampa, FL",2017,4Q2017,159,"20,353",87.9%,2.5%,"  20,353 ",,6.1%
45300,"Tampa, FL",2018,1Q2018,162,"20,640",87.4%,2.2%,"  20,640 ",,5.8%
45300,"Tampa, FL",2018,2Q2018,165,"20,951",86.4%,2.1%,"  20,951 ",,4.2%
45300,"Tampa, FL",2018,3Q2018,165,"21,022",86.5%,2.4%,"  21,022 ",,4.7%
45300,"Tampa, FL",2018,4Q2018,165,"21,308",87.1%,2.4%,"  21,308 ",,3.8%
45300,"Tampa, FL",2019,1Q2019,165,"21,311",87.8%,2.6%,"  21,311 ",,4.3%
45300,"Tampa, FL",2019,2Q2019,166,"21,378",88.0%,3.2%,"  21,378 ",,5.1%
45300,"Tampa, FL",2019,3Q2019,167,"21,482",88.3%,2.5%,"  21,482 ",,4.6%
47900,"Washington, DC",2005,4Q2005,119,"18,911",93.0%,,"  18,911 ",,2.5%
47900,"Washington, DC",2006,1Q2006,119,"19,147",92.1%,,"  19,147 ",,2.2%
47900,"Washington, DC",2006,2Q2006,121,"19,243",92.7%,,"  19,243 ",,2.2%
47900,"Washington, DC",2006,3Q2006,121,"19,247",92.4%,,"  19,247 ",,2.6%
47900,"Washington, DC",2006,4Q2006,121,"19,249",93.0%,5.2%,"  19,249 ",,2.7%
47900,"Washington, DC",2007,1Q2007,121,"19,256",94.0%,3.9%,"  19,256 ",,4.3%
47900,"Washington, DC",2007,2Q2007,119,"19,356",94.1%,3.7%,"  19,356 ",,4.4%
47900,"Washington, DC",2007,3Q2007,119,"19,359",93.4%,3.6%,"  19,359 ",,4.4%
47900,"Washington, DC",2007,4Q2007,120,"19,456",92.8%,2.8%,"  19,456 ",,4.6%
47900,"Washington, DC",2008,1Q2008,122,"19,515",92.7%,3.7%,"  19,515 ",,4.9%
47900,"Washington, DC",2008,2Q2008,122,"19,562",92.6%,3.9%,"  19,562 ",,5.5%
47900,"Washington, DC",2008,3Q2008,123,"19,716",91.9%,3.9%,"  19,716 ",,4.6%
47900,"Washington, DC",2008,4Q2008,125,"20,047",91.4%,3.5%,"  20,047 ",,3.2%
47900,"Washington, DC",2009,1Q2009,125,"20,047",91.3%,3.5%,"  20,047 ",,3.5%
47900,"Washington, DC",2009,2Q2009,126,"20,507",90.2%,3.3%,"  20,507 ",,1.2%
47900,"Washington, DC",2009,3Q2009,126,"20,507",90.7%,3.3%,"  20,507 ",,1.5%
47900,"Washington, DC",2009,4Q2009,126,"20,543",91.0%,2.7%,"  20,543 ",,1.8%
47900,"Washington, DC",2010,1Q2010,126,"20,648",90.0%,2.1%,"  20,648 ",,1.6%
47900,"Washington, DC",2010,2Q2010,125,"20,587",90.1%,2.0%,"  20,587 ",,1.6%
47900,"Washington, DC",2010,3Q2010,127,"20,711",89.9%,1.9%,"  20,711 ",,1.0%
47900,"Washington, DC",2010,4Q2010,128,"20,780",90.2%,1.3%,"  20,780 ",,0.7%
47900,"Washington, DC",2011,1Q2011,130,"20,904",89.9%,1.6%,"  20,904 ",,1.1%
47900,"Washington, DC",2011,2Q2011,130,"20,905",90.1%,1.6%,"  20,905 ",,1.9%
47900,"Washington, DC",2011,3Q2011,130,"20,937",90.4%,1.7%,"  20,937 ",,2.6%
47900,"Washington, DC",2011,4Q2011,130,"21,104",90.6%,1.6%,"  21,104 ",,1.6%
47900,"Washington, DC",2012,1Q2012,130,"21,105",90.9%,1.5%,"  21,105 ",,1.6%
47900,"Washington, DC",2012,2Q2012,130,"21,182",91.0%,1.8%,"  21,182 ",,1.9%
47900,"Washington, DC",2012,3Q2012,129,"21,161",91.1%,1.7%,"  21,161 ",,1.8%
47900,"Washington, DC",2012,4Q2012,130,"21,239",90.8%,1.9%,"  21,239 ",,1.4%
47900,"Washington, DC",2013,1Q2013,131,"21,359",90.4%,3.3%,"  21,359 ",,1.1%
47900,"Washington, DC",2013,2Q2013,131,"21,363",91.2%,2.8%,"  21,363 ",,2.3%
47900,"Washington, DC",2013,3Q2013,133,"21,483",91.2%,2.4%,"  21,483 ",,1.6%
47900,"Washington, DC",2013,4Q2013,133,"21,477",91.7%,3.2%,"  21,477 ",,3.0%
47900,"Washington, DC",2014,1Q2014,133,"21,455",91.5%,3.9%,"  21,455 ",,3.0%
47900,"Washington, DC",2014,2Q2014,133,"21,548",91.6%,4.1%,"  21,548 ",,3.1%
47900,"Washington, DC",2014,3Q2014,133,"21,759",91.6%,5.1%,"  21,759 ",,2.6%
47900,"Washington, DC",2014,4Q2014,133,"21,772",92.2%,4.4%,"  21,772 ",,2.7%
47900,"Washington, DC",2015,1Q2015,134,"21,839",91.9%,2.5%,"  21,839 ",,4.4%
47900,"Washington, DC",2015,2Q2015,132,"21,613",92.6%,2.4%,"  21,613 ",,5.8%
47900,"Washington, DC",2015,3Q2015,132,"21,609",93.2%,1.9%,"  21,609 ",,6.2%
47900,"Washington, DC",2015,4Q2015,132,"21,684",93.5%,2.3%,"  21,684 ",,6.7%
47900,"Washington, DC",2016,1Q2016,134,"21,888",93.5%,3.2%,"  21,888 ",,7.6%
47900,"Washington, DC",2016,2Q2016,137,"22,151",93.0%,3.2%,"  22,151 ",,8.4%
47900,"Washington, DC",2016,3Q2016,137,"22,366",93.1%,3.2%,"  22,366 ",,9.3%
47900,"Washington, DC",2016,4Q2016,138,"22,467",93.3%,3.3%,"  22,467 ",,9.0%
47900,"Washington, DC",2017,1Q2017,142,"22,847",92.1%,3.6%,"  22,847 ",,9.8%
47900,"Washington, DC",2017,2Q2017,142,"23,120",91.5%,4.3%,"  23,120 ",,9.0%
47900,"Washington, DC",2017,3Q2017,142,"23,125",91.7%,4.4%,"  23,125 ",,11.6%
47900,"Washington, DC",2017,4Q2017,145,"23,609",90.7%,3.8%,"  23,609 ",,9.9%
47900,"Washington, DC",2018,1Q2018,149,"23,929",89.6%,2.6%,"  23,929 ",,8.7%
47900,"Washington, DC",2018,2Q2018,152,"24,302",88.3%,3.3%,"  24,302 ",,8.0%
47900,"Washington, DC",2018,3Q2018,154,"24,509",88.5%,3.2%,"  24,509 ",,7.5%
47900,"Washington, DC",2018,4Q2018,154,"24,502",88.7%,4.3%,"  24,502 ",,7.5%
47900,"Washington, DC",2019,1Q2019,155,"24,594",88.7%,4.2%,"  24,594 ",,8.3%
47900,"Washington, DC",2019,2Q2019,157,"24,843",88.1%,3.8%,"  24,843 ",,9.4%
47900,"Washington, DC",2019,3Q2019,160,"25,250",87.4%,3.7%,"  25,250 ",,8.2%
